datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,receiver_reference_type,receiver_reference_id
OTN-Global,ASF-West Line D-VR2-2272-2009,OTN-GlobalASFASF-West Line D-VR2-2272-2009,VEMCO,VR2,2272,ManmadePlatform,ASF_ASF-West Line D
OTN-Global,ASF-WYERS POOL-Kedgewick-VR2-2603-2006,OTN-GlobalASFASF-WYERS POOL-Kedgewick-VR2-2603-2006,VEMCO,VR2,2603,ManmadePlatform,ASF_ASF-WYERS POOL-Kedgewick
OTN-Global,ASF-WYERS POOL-Kedgewick-VR2-3342-2005,OTN-GlobalASFASF-WYERS POOL-Kedgewick-VR2-3342-2005,VEMCO,VR2,3342,ManmadePlatform,ASF_ASF-WYERS POOL-Kedgewick
OTN-Global,ASF-2 km Upriver of the Oxbow-VR2-1135-2007,OTN-GlobalASFASF-2 km Upriver of the Oxbow-VR2-1135-2007,VEMCO,VR2,1135,ManmadePlatform,ASF_ASF-2 km Upriver of the Oxbow
OTN-Global,ASF-Above Falls-VR2-3335-2008,OTN-GlobalASFASF-Above Falls-VR2-3335-2008,VEMCO,VR2,3335,ManmadePlatform,ASF_ASF-Above Falls
OTN-Global,ASF-Above Falls-VR2-3335-2009,OTN-GlobalASFASF-Above Falls-VR2-3335-2009,VEMCO,VR2,3335,ManmadePlatform,ASF_ASF-Above Falls
OTN-Global,ASF-Above Falls-VR2-3342-2010,OTN-GlobalASFASF-Above Falls-VR2-3342-2010,VEMCO,VR2,3342,ManmadePlatform,ASF_ASF-Above Falls
OTN-Global,ASF-Above Falls-VR2-3349-2009,OTN-GlobalASFASF-Above Falls-VR2-3349-2009,VEMCO,VR2,3349,ManmadePlatform,ASF_ASF-Above Falls
OTN-Global,ASF-Above Falls-VR2-3357-2007,OTN-GlobalASFASF-Above Falls-VR2-3357-2007,VEMCO,VR2,3357,ManmadePlatform,ASF_ASF-Above Falls
OTN-Global,ASF-Above Falls-VR2-5032-2010,OTN-GlobalASFASF-Above Falls-VR2-5032-2010,VEMCO,VR2,5032,ManmadePlatform,ASF_ASF-Above Falls
OTN-Global,ASF-Anticosti Island 1-VR2-2587-2010,OTN-GlobalASFASF-Anticosti Island 1-VR2-2587-2010,VEMCO,VR2,2587,ManmadePlatform,ASF_ASF-Anticosti Island 1
OTN-Global,ASF-Anticosti Island 2-VR2-2581-2010,OTN-GlobalASFASF-Anticosti Island 2-VR2-2581-2010,VEMCO,VR2,2581,ManmadePlatform,ASF_ASF-Anticosti Island 2
OTN-Global,ASF-Anticosti Island 3-VR2-3335-2010,OTN-GlobalASFASF-Anticosti Island 3-VR2-3335-2010,VEMCO,VR2,3335,ManmadePlatform,ASF_ASF-Anticosti Island 3
OTN-Global,ASF-Anticosti Island 4-VR2-3346-2010,OTN-GlobalASFASF-Anticosti Island 4-VR2-3346-2010,VEMCO,VR2,3346,ManmadePlatform,ASF_ASF-Anticosti Island 4
OTN-Global,EST-Gamtoos-VR2W-119101-3,OTN-GlobalSAFEST-Gamtoos-VR2W-119101-3,,VR2W,119101,ManmadePlatform,SAF_EST-Gamtoos
OTN-Global,EST-Gouritz-U22-001-10098862-2,OTN-GlobalSAFEST-Gouritz-U22-001-10098862-2,,U22-001,10098862,ManmadePlatform,SAF_EST-Gouritz
OTN-Global,EST-Gouritz-VR2W-102853-2,OTN-GlobalSAFEST-Gouritz-VR2W-102853-2,,VR2W,102853,ManmadePlatform,SAF_EST-Gouritz
OTN-Global,EST-Keiskamma-U22-001-10098859-2,OTN-GlobalSAFEST-Keiskamma-U22-001-10098859-2,,U22-001,10098859,ManmadePlatform,SAF_EST-Keiskamma
OTN-Global,EST-Keiskamma-VR2W-120163-2,OTN-GlobalSAFEST-Keiskamma-VR2W-120163-2,,VR2W,120163,ManmadePlatform,SAF_EST-Keiskamma
OTN-Global,EST-Swartkops-VR2W-119095-3,OTN-GlobalSAFEST-Swartkops-VR2W-119095-3,,VR2W,119095,ManmadePlatform,SAF_EST-Swartkops
OTN-Global,ESTSundays-VR2W-112441-4,OTN-GlobalSAFESTSundays-VR2W-112441-4,,VR2W,112441,ManmadePlatform,SAF_SAF-Sundays
OTN-Global,GSBGSB001-VR2W-119624-3,OTN-GlobalSAFGSBGSB001-VR2W-119624-3,,VR2W,119624,ManmadePlatform,SAF_GSB-GSB001
OTN-Global,PSJPSJ001-VR2W-119100-4,OTN-GlobalSAFPSJPSJ001-VR2W-119100-4,,VR2W,119100,ManmadePlatform,SAF_SAF-PSJ001
OTN-Global,PSJPSJ002-U22-001-10106787-4,OTN-GlobalSAFPSJPSJ002-U22-001-10106787-4,,U22-001,10106787,ManmadePlatform,SAF_SAF-PSJ002
OTN-Global,PSJPSJ002-VR2W-120168-4,OTN-GlobalSAFPSJPSJ002-VR2W-120168-4,,VR2W,120168,ManmadePlatform,SAF_SAF-PSJ002
OTN-Global,PSJPSJ003-VR2W-112472-4,OTN-GlobalSAFPSJPSJ003-VR2W-112472-4,,VR2W,112472,ManmadePlatform,SAF_SAF-PSJ003
OTN-Global,SAFAB003-VR2W-120157-6,OTN-GlobalSAFSAFAB003-VR2W-120157-6,,VR2W,120157,ManmadePlatform,SAF_SAF-AB003
OTN-Global,SAFAB004-VR2W-119110-6,OTN-GlobalSAFSAFAB004-VR2W-119110-6,,VR2W,119110,ManmadePlatform,SAF_SAF-AB004
OTN-Global,SAFAB005-U22-001-10113348-6,OTN-GlobalSAFSAFAB005-U22-001-10113348-6,,U22-001,10113348,ManmadePlatform,SAF_SAF-AB005
OTN-Global,SAFAB005-VR2W-112419-6,OTN-GlobalSAFSAFAB005-VR2W-112419-6,,VR2W,112419,ManmadePlatform,SAF_SAF-AB005
OTN-Global,SAFAB006-VR2W-120150-6,OTN-GlobalSAFSAFAB006-VR2W-120150-6,,VR2W,120150,ManmadePlatform,SAF_SAF-AB006
OTN-Global,SAFAB007-VR2W-119617-6,OTN-GlobalSAFSAFAB007-VR2W-119617-6,,VR2W,119617,ManmadePlatform,SAF_SAF-AB007
OTN-Global,CPCP001-VR2W-119161-3,OTN-GlobalSAFCPCP001-VR2W-119161-3,,VR2W,119161,ManmadePlatform,SAF_SAF-CP001
OTN-Global,CPCP002-U22-001-10098872-3,OTN-GlobalSAFCPCP002-U22-001-10098872-3,,U22-001,10098872,ManmadePlatform,SAF_SAF-CP002
OTN-Global,CPCP002-VR2W-112345-3,OTN-GlobalSAFCPCP002-VR2W-112345-3,,VR2W,112345,ManmadePlatform,SAF_SAF-CP002
OTN-Global,CPCP003-VR2W-120152-3,OTN-GlobalSAFCPCP003-VR2W-120152-3,,VR2W,120152,ManmadePlatform,SAF_SAF-CP003
OTN-Global,ASF-Anticosti Island 5-VR2W-109522-2010,OTN-GlobalASFASF-Anticosti Island 5-VR2W-109522-2010,VEMCO,VR2W,109522,ManmadePlatform,ASF_ASF-Anticosti Island 5
OTN-Global,ASF-CB4-VR2-4293-2009,OTN-GlobalASFASF-CB4-VR2-4293-2009,VEMCO,VR2,4293,ManmadePlatform,ASF_ASF-CB4
OTN-Global,ASF-Barnaby Isand-VR2-1127-2009,OTN-GlobalASFASF-Barnaby Isand-VR2-1127-2009,VEMCO,VR2,1127,ManmadePlatform,ASF_ASF-Barnaby Isand
OTN-Global,ASF-Barnaby Isand-VR2-2605-2005,OTN-GlobalASFASF-Barnaby Isand-VR2-2605-2005,VEMCO,VR2,2605,ManmadePlatform,ASF_ASF-Barnaby Isand
OTN-Global,ASF-BARTIBOG UPSTREAM 1-VR2-2267-2009,OTN-GlobalASFASF-BARTIBOG UPSTREAM 1-VR2-2267-2009,VEMCO,VR2,2267,ManmadePlatform,ASF_ASF-BARTIBOG UPSTREAM 1
OTN-Global,ASF-BARTIBOG UPSTREAM 2-VR2-1152-2009,OTN-GlobalASFASF-BARTIBOG UPSTREAM 2-VR2-1152-2009,VEMCO,VR2,1152,ManmadePlatform,ASF_ASF-BARTIBOG UPSTREAM 2
OTN-Global,ASF-BB low-VR2-2599-2005,OTN-GlobalASFASF-BB low-VR2-2599-2005,VEMCO,VR2,2599,ManmadePlatform,ASF_ASF-BB low
OTN-Global,ASF-Belledune Coastline 1-VR2-2589-2005,OTN-GlobalASFASF-Belledune Coastline 1-VR2-2589-2005,VEMCO,VR2,2589,ManmadePlatform,ASF_ASF-Belledune Coastline 1
OTN-Global,ASF-Belledune Coastline 2-VR2-2593-2005,OTN-GlobalASFASF-Belledune Coastline 2-VR2-2593-2005,VEMCO,VR2,2593,ManmadePlatform,ASF_ASF-Belledune Coastline 2
OTN-Global,ASF-Belledune Coastline 3-VR2-2600-2005,OTN-GlobalASFASF-Belledune Coastline 3-VR2-2600-2005,VEMCO,VR2,2600,ManmadePlatform,ASF_ASF-Belledune Coastline 3
OTN-Global,ASF-Below Falls-VR2-1143-2007,OTN-GlobalASFASF-Below Falls-VR2-1143-2007,VEMCO,VR2,1143,ManmadePlatform,ASF_ASF-Below Falls
OTN-Global,ASF-Below Falls-VR2-1143-2008,OTN-GlobalASFASF-Below Falls-VR2-1143-2008,VEMCO,VR2,1143,ManmadePlatform,ASF_ASF-Below Falls
OTN-Global,ASF-Below Falls-VR2-2587-2007,OTN-GlobalASFASF-Below Falls-VR2-2587-2007,VEMCO,VR2,2587,ManmadePlatform,ASF_ASF-Below Falls
OTN-Global,ASF-Below Falls-VR2-3342-2008,OTN-GlobalASFASF-Below Falls-VR2-3342-2008,VEMCO,VR2,3342,ManmadePlatform,ASF_ASF-Below Falls
OTN-Global,ASF-Below Falls-VR2-3342-2009,OTN-GlobalASFASF-Below Falls-VR2-3342-2009,VEMCO,VR2,3342,ManmadePlatform,ASF_ASF-Below Falls
OTN-Global,ASF-Below Falls-VR2-3353-2007,OTN-GlobalASFASF-Below Falls-VR2-3353-2007,VEMCO,VR2,3353,ManmadePlatform,ASF_ASF-Below Falls
OTN-Global,ASF-Below Falls-VR2-3353-2009,OTN-GlobalASFASF-Below Falls-VR2-3353-2009,VEMCO,VR2,3353,ManmadePlatform,ASF_ASF-Below Falls
OTN-Global,ASF-Below Falls-VR2-5033-2010,OTN-GlobalASFASF-Below Falls-VR2-5033-2010,VEMCO,VR2,5033,ManmadePlatform,ASF_ASF-Below Falls
OTN-Global,ASF-Boies1-VR2-2606-2005,OTN-GlobalASFASF-Boies1-VR2-2606-2005,VEMCO,VR2,2606,ManmadePlatform,ASF_ASF-Boies1
OTN-Global,ASF-Boies2-VR2-2607-2005,OTN-GlobalASFASF-Boies2-VR2-2607-2005,VEMCO,VR2,2607,ManmadePlatform,ASF_ASF-Boies2
OTN-Global,ASF-Boiestown-Tuckaway Lodge-VR2-1013-2006,OTN-GlobalASFASF-Boiestown-Tuckaway Lodge-VR2-1013-2006,VEMCO,VR2,1013,ManmadePlatform,ASF_ASF-Boiestown-Tuckaway Lodge
OTN-Global,ASF-Boiestown-Tuckaway Lodge-VR2-1097-2007,OTN-GlobalASFASF-Boiestown-Tuckaway Lodge-VR2-1097-2007,VEMCO,VR2,1097,ManmadePlatform,ASF_ASF-Boiestown-Tuckaway Lodge
OTN-Global,ASF-Boston Brook-VR2-2609-2006,OTN-GlobalASFASF-Boston Brook-VR2-2609-2006,VEMCO,VR2,2609,ManmadePlatform,ASF_ASF-Boston Brook
OTN-Global,ASF-Boston Brook-VR2-3347-2005,OTN-GlobalASFASF-Boston Brook-VR2-3347-2005,VEMCO,VR2,3347,ManmadePlatform,ASF_ASF-Boston Brook
OTN-Global,ASF-Bridge 1-VR2-3352-2007,OTN-GlobalASFASF-Bridge 1-VR2-3352-2007,VEMCO,VR2,3352,ManmadePlatform,ASF_ASF-Bridge 1
OTN-Global,ASF-Bridge 1-VR2-3352-2008,OTN-GlobalASFASF-Bridge 1-VR2-3352-2008,VEMCO,VR2,3352,ManmadePlatform,ASF_ASF-Bridge 1
OTN-Global,ASF-Bridge 2-VR2-3353-2008,OTN-GlobalASFASF-Bridge 2-VR2-3353-2008,VEMCO,VR2,3353,ManmadePlatform,ASF_ASF-Bridge 2
OTN-Global,ASF-Bridge-VR2-1564-2009,OTN-GlobalASFASF-Bridge-VR2-1564-2009,VEMCO,VR2,1564,ManmadePlatform,ASF_ASF-Bridge
OTN-Global,ASF-Bridge-VR2-2884-2009,OTN-GlobalASFASF-Bridge-VR2-2884-2009,VEMCO,VR2,2884,ManmadePlatform,ASF_ASF-Bridge
OTN-Global,ASF-Bridge-VR2W-105524-2010,OTN-GlobalASFASF-Bridge-VR2W-105524-2010,VEMCO,VR2W,105524,ManmadePlatform,ASF_ASF-Bridge
OTN-Global,ASF-Bridge-VR2W-109400-2010,OTN-GlobalASFASF-Bridge-VR2W-109400-2010,VEMCO,VR2W,109400,ManmadePlatform,ASF_ASF-Bridge
OTN-Global,ASF-CASC1-VR2-2586-2005,OTN-GlobalASFASF-CASC1-VR2-2586-2005,VEMCO,VR2,2586,ManmadePlatform,ASF_ASF-CASC1
OTN-Global,ASF-CASC2-VR2-2587-2005,OTN-GlobalASFASF-CASC2-VR2-2587-2005,VEMCO,VR2,2587,ManmadePlatform,ASF_ASF-CASC2
OTN-Global,ASF-CASC3-VR2-2588-2005,OTN-GlobalASFASF-CASC3-VR2-2588-2005,VEMCO,VR2,2588,ManmadePlatform,ASF_ASF-CASC3
OTN-Global,ASF-Cascapedia 1-VR2-1164-2010,OTN-GlobalASFASF-Cascapedia 1-VR2-1164-2010,VEMCO,VR2,1164,ManmadePlatform,ASF_ASF-Cascapedia 1
OTN-Global,ASF-Cascapedia 1-VR2-1169-2009,OTN-GlobalASFASF-Cascapedia 1-VR2-1169-2009,VEMCO,VR2,1169,ManmadePlatform,ASF_ASF-Cascapedia 1
OTN-Global,ASF-Cascapedia 2-VR2-1164-2009,OTN-GlobalASFASF-Cascapedia 2-VR2-1164-2009,VEMCO,VR2,1164,ManmadePlatform,ASF_ASF-Cascapedia 2
OTN-Global,ASF-Cascapedia 2-VR2-1169-2010,OTN-GlobalASFASF-Cascapedia 2-VR2-1169-2010,VEMCO,VR2,1169,ManmadePlatform,ASF_ASF-Cascapedia 2
OTN-Global,ASF-Cascapedia River 1-VR2-2908-2006,OTN-GlobalASFASF-Cascapedia River 1-VR2-2908-2006,VEMCO,VR2,2908,ManmadePlatform,ASF_ASF-Cascapedia River 1
OTN-Global,ASF-Cascapedia River 1-VR2-3337-2007,OTN-GlobalASFASF-Cascapedia River 1-VR2-3337-2007,VEMCO,VR2,3337,ManmadePlatform,ASF_ASF-Cascapedia River 1
OTN-Global,ASF-Cascapedia River 2-VR2-2593-2006,OTN-GlobalASFASF-Cascapedia River 2-VR2-2593-2006,VEMCO,VR2,2593,ManmadePlatform,ASF_ASF-Cascapedia River 2
OTN-Global,ASF-Cascapedia River 2-VR2-3341-2007,OTN-GlobalASFASF-Cascapedia River 2-VR2-3341-2007,VEMCO,VR2,3341,ManmadePlatform,ASF_ASF-Cascapedia River 2
OTN-Global,ASF-Casc Estuary 1-VR2-1126-2005,OTN-GlobalASFASF-Casc Estuary 1-VR2-1126-2005,VEMCO,VR2,1126,ManmadePlatform,ASF_ASF-Casc Estuary 1
OTN-Global,ASF-Casc Estuary 1-VR2-2910-2006,OTN-GlobalASFASF-Casc Estuary 1-VR2-2910-2006,VEMCO,VR2,2910,ManmadePlatform,ASF_ASF-Casc Estuary 1
OTN-Global,ASF-Casc Estuary 1-VR2-3343-2007,OTN-GlobalASFASF-Casc Estuary 1-VR2-3343-2007,VEMCO,VR2,3343,ManmadePlatform,ASF_ASF-Casc Estuary 1
OTN-Global,ASF-Casc Estuary 2-VR2-1571-2005,OTN-GlobalASFASF-Casc Estuary 2-VR2-1571-2005,VEMCO,VR2,1571,ManmadePlatform,ASF_ASF-Casc Estuary 2
OTN-Global,ASF-Casc Estuary 2-VR2-2611-2006,OTN-GlobalASFASF-Casc Estuary 2-VR2-2611-2006,VEMCO,VR2,2611,ManmadePlatform,ASF_ASF-Casc Estuary 2
OTN-Global,ASF-Casc Estuary 2-VR2-3346-2007,OTN-GlobalASFASF-Casc Estuary 2-VR2-3346-2007,VEMCO,VR2,3346,ManmadePlatform,ASF_ASF-Casc Estuary 2
OTN-Global,ASF-Cass 1 2005-VR2-2603-2005,OTN-GlobalASFASF-Cass 1 2005-VR2-2603-2005,VEMCO,VR2,2603,ManmadePlatform,ASF_ASF-Cass 1 2005
OTN-Global,ASF-Cass 1-VR2-1139-2009,OTN-GlobalASFASF-Cass 1-VR2-1139-2009,VEMCO,VR2,1139,ManmadePlatform,ASF_ASF-Cass 1
OTN-Global,ASF-Cass 2-VR2-3610-2005,OTN-GlobalASFASF-Cass 2-VR2-3610-2005,VEMCO,VR2,3610,ManmadePlatform,ASF_ASF-Cass 2
OTN-Global,ASF-Cassilis 2-VR2-1139-2007,OTN-GlobalASFASF-Cassilis 2-VR2-1139-2007,VEMCO,VR2,1139,ManmadePlatform,ASF_ASF-Cassilis 2
OTN-Global,ASF-CB10-VR2-5017-2009,OTN-GlobalASFASF-CB10-VR2-5017-2009,VEMCO,VR2,5017,ManmadePlatform,ASF_ASF-CB10
OTN-Global,ASF-CB10-VR2-5017-2010,OTN-GlobalASFASF-CB10-VR2-5017-2010,VEMCO,VR2,5017,ManmadePlatform,ASF_ASF-CB10
OTN-Global,ASF-CB11-VR2-5016-2009,OTN-GlobalASFASF-CB11-VR2-5016-2009,VEMCO,VR2,5016,ManmadePlatform,ASF_ASF-CB11
OTN-Global,ASF-CB11-VR2W-109526-2010,OTN-GlobalASFASF-CB11-VR2W-109526-2010,VEMCO,VR2W,109526,ManmadePlatform,ASF_ASF-CB11
OTN-Global,ASF-CB12-VR2-5018-2009,OTN-GlobalASFASF-CB12-VR2-5018-2009,VEMCO,VR2,5018,ManmadePlatform,ASF_ASF-CB12
OTN-Global,ASF-CB12-VR2-5018-2010,OTN-GlobalASFASF-CB12-VR2-5018-2010,VEMCO,VR2,5018,ManmadePlatform,ASF_ASF-CB12
OTN-Global,ASF-CB13-VR2-5021-2009,OTN-GlobalASFASF-CB13-VR2-5021-2009,VEMCO,VR2,5021,ManmadePlatform,ASF_ASF-CB13
OTN-Global,ASF-CB13-VR2-5021-2010,OTN-GlobalASFASF-CB13-VR2-5021-2010,VEMCO,VR2,5021,ManmadePlatform,ASF_ASF-CB13
OTN-Global,ASF-CB14-VR2-5029-2010,OTN-GlobalASFASF-CB14-VR2-5029-2010,VEMCO,VR2,5029,ManmadePlatform,ASF_ASF-CB14
OTN-Global,ASF-CB15-VR2-5030-2009,OTN-GlobalASFASF-CB15-VR2-5030-2009,VEMCO,VR2,5030,ManmadePlatform,ASF_ASF-CB15
OTN-Global,ASF-CB15-VR2-5030-2010,OTN-GlobalASFASF-CB15-VR2-5030-2010,VEMCO,VR2,5030,ManmadePlatform,ASF_ASF-CB15
OTN-Global,ASF-CB16-VR2-5029-2009,OTN-GlobalASFASF-CB16-VR2-5029-2009,VEMCO,VR2,5029,ManmadePlatform,ASF_ASF-CB16
OTN-Global,ASF-CB16-VR2W-109519-2010,OTN-GlobalASFASF-CB16-VR2W-109519-2010,VEMCO,VR2W,109519,ManmadePlatform,ASF_ASF-CB16
OTN-Global,ASF-CB17-VR2W-103123-2009,OTN-GlobalASFASF-CB17-VR2W-103123-2009,VEMCO,VR2W,103123,ManmadePlatform,ASF_ASF-CB17
OTN-Global,ASF-CB17-VR2W-103123-2010,OTN-GlobalASFASF-CB17-VR2W-103123-2010,VEMCO,VR2W,103123,ManmadePlatform,ASF_ASF-CB17
OTN-Global,ASF-CB18-VR2W-105401-2010,OTN-GlobalASFASF-CB18-VR2W-105401-2010,VEMCO,VR2W,105401,ManmadePlatform,ASF_ASF-CB18
OTN-Global,ASF-CB19-VR2W-103125-2009,OTN-GlobalASFASF-CB19-VR2W-103125-2009,VEMCO,VR2W,103125,ManmadePlatform,ASF_ASF-CB19
OTN-Global,ASF-CB1-VR2-4287-2009,OTN-GlobalASFASF-CB1-VR2-4287-2009,VEMCO,VR2,4287,ManmadePlatform,ASF_ASF-CB1
OTN-Global,ASF-CB1-VR2-4287-2010,OTN-GlobalASFASF-CB1-VR2-4287-2010,VEMCO,VR2,4287,ManmadePlatform,ASF_ASF-CB1
OTN-Global,ASF-Cassilis 2-VR2-1574-2006,OTN-GlobalASFASF-Cassilis 2-VR2-1574-2006,VEMCO,VR2,1574,ManmadePlatform,ASF_ASF-Cassilis 2
OTN-Global,ASF-CB20-VR2W-103982-2009,OTN-GlobalASFASF-CB20-VR2W-103982-2009,VEMCO,VR2W,103982,ManmadePlatform,ASF_ASF-CB20
OTN-Global,ASF-CB21-VR2W-103135-2009,OTN-GlobalASFASF-CB21-VR2W-103135-2009,VEMCO,VR2W,103135,ManmadePlatform,ASF_ASF-CB21
OTN-Global,ASF-CB21-VR2W-103135-2010,OTN-GlobalASFASF-CB21-VR2W-103135-2010,VEMCO,VR2W,103135,ManmadePlatform,ASF_ASF-CB21
OTN-Global,ASF-CB22-VR2W-103136-2009,OTN-GlobalASFASF-CB22-VR2W-103136-2009,VEMCO,VR2W,103136,ManmadePlatform,ASF_ASF-CB22
OTN-Global,ASF-CB22-VR2W-103136-2010,OTN-GlobalASFASF-CB22-VR2W-103136-2010,VEMCO,VR2W,103136,ManmadePlatform,ASF_ASF-CB22
OTN-Global,ASF-CB23-VR2W-103137-2009,OTN-GlobalASFASF-CB23-VR2W-103137-2009,VEMCO,VR2W,103137,ManmadePlatform,ASF_ASF-CB23
OTN-Global,ASF-CB23-VR2W-103137-2010,OTN-GlobalASFASF-CB23-VR2W-103137-2010,VEMCO,VR2W,103137,ManmadePlatform,ASF_ASF-CB23
OTN-Global,ASF-CB24-VR2W-103140-2009,OTN-GlobalASFASF-CB24-VR2W-103140-2009,VEMCO,VR2W,103140,ManmadePlatform,ASF_ASF-CB24
OTN-Global,ASF-CB24-VR2W-103140-2010,OTN-GlobalASFASF-CB24-VR2W-103140-2010,VEMCO,VR2W,103140,ManmadePlatform,ASF_ASF-CB24
OTN-Global,ASF-CB25-VR2W-103120-2009,OTN-GlobalASFASF-CB25-VR2W-103120-2009,VEMCO,VR2W,103120,ManmadePlatform,ASF_ASF-CB25
OTN-Global,ASF-CB25-VR2W-103120-2010,OTN-GlobalASFASF-CB25-VR2W-103120-2010,VEMCO,VR2W,103120,ManmadePlatform,ASF_ASF-CB25
OTN-Global,ASF-CB26-VR2W-103139-2009,OTN-GlobalASFASF-CB26-VR2W-103139-2009,VEMCO,VR2W,103139,ManmadePlatform,ASF_ASF-CB26
OTN-Global,ASF-CB20-VR2W-104380-2010,OTN-GlobalASFASF-CB20-VR2W-104380-2010,VEMCO,VR2W,104380,ManmadePlatform,ASF_ASF-CB20
OTN-Global,ASF-CB28-VR2W-103119-2009,OTN-GlobalASFASF-CB28-VR2W-103119-2009,VEMCO,VR2W,103119,ManmadePlatform,ASF_ASF-CB28
OTN-Global,ASF-CB29-VR2W-103121-2009,OTN-GlobalASFASF-CB29-VR2W-103121-2009,VEMCO,VR2W,103121,ManmadePlatform,ASF_ASF-CB29
OTN-Global,ASF-CB29-VR2W-103121-2010,OTN-GlobalASFASF-CB29-VR2W-103121-2010,VEMCO,VR2W,103121,ManmadePlatform,ASF_ASF-CB29
OTN-Global,ASF-CB2-VR2-4288-2009,OTN-GlobalASFASF-CB2-VR2-4288-2009,VEMCO,VR2,4288,ManmadePlatform,ASF_ASF-CB2
OTN-Global,ASF-CB2-VR2-4288-2010,OTN-GlobalASFASF-CB2-VR2-4288-2010,VEMCO,VR2,4288,ManmadePlatform,ASF_ASF-CB2
OTN-Global,ASF-CB3-VR2-4290-2009,OTN-GlobalASFASF-CB3-VR2-4290-2009,VEMCO,VR2,4290,ManmadePlatform,ASF_ASF-CB3
OTN-Global,ASF-CB3-VR2-4290-2010,OTN-GlobalASFASF-CB3-VR2-4290-2010,VEMCO,VR2,4290,ManmadePlatform,ASF_ASF-CB3
OTN-Global,ASF-CB4-VR2-4293-2010,OTN-GlobalASFASF-CB4-VR2-4293-2010,VEMCO,VR2,4293,ManmadePlatform,ASF_ASF-CB4
OTN-Global,ASF-CB5-VR2-4296-2009,OTN-GlobalASFASF-CB5-VR2-4296-2009,VEMCO,VR2,4296,ManmadePlatform,ASF_ASF-CB5
OTN-Global,ASF-CB5-VR2-4296-2010,OTN-GlobalASFASF-CB5-VR2-4296-2010,VEMCO,VR2,4296,ManmadePlatform,ASF_ASF-CB5
OTN-Global,ASF-CB6-VR2-4301-2009,OTN-GlobalASFASF-CB6-VR2-4301-2009,VEMCO,VR2,4301,ManmadePlatform,ASF_ASF-CB6
OTN-Global,ASF-CB6-VR2-4301-2010,OTN-GlobalASFASF-CB6-VR2-4301-2010,VEMCO,VR2,4301,ManmadePlatform,ASF_ASF-CB6
OTN-Global,ASF-CB7-VR2-4303-2009,OTN-GlobalASFASF-CB7-VR2-4303-2009,VEMCO,VR2,4303,ManmadePlatform,ASF_ASF-CB7
OTN-Global,ASF-CB9-VR2-4313-2009,OTN-GlobalASFASF-CB9-VR2-4313-2009,VEMCO,VR2,4313,ManmadePlatform,ASF_ASF-CB9
OTN-Global,ASF-Chaleur Bay 10-VR2-5018-2005,OTN-GlobalASFASF-Chaleur Bay 10-VR2-5018-2005,VEMCO,VR2,5018,ManmadePlatform,ASF_ASF-Chaleur Bay 10
OTN-Global,ASF-Chaleur Bay 10-VR2-5018-2006,OTN-GlobalASFASF-Chaleur Bay 10-VR2-5018-2006,VEMCO,VR2,5018,ManmadePlatform,ASF_ASF-Chaleur Bay 10
OTN-Global,ASF-Chaleur Bay 11-VR2-5019-2005,OTN-GlobalASFASF-Chaleur Bay 11-VR2-5019-2005,VEMCO,VR2,5019,ManmadePlatform,ASF_ASF-Chaleur Bay 11
OTN-Global,ASF-Chaleur Bay 11-VR2-5019-2006,OTN-GlobalASFASF-Chaleur Bay 11-VR2-5019-2006,VEMCO,VR2,5019,ManmadePlatform,ASF_ASF-Chaleur Bay 11
OTN-Global,ASF-Chaleur Bay 12-VR2-5021-2006,OTN-GlobalASFASF-Chaleur Bay 12-VR2-5021-2006,VEMCO,VR2,5021,ManmadePlatform,ASF_ASF-Chaleur Bay 12
OTN-Global,ASF-Chaleur Bay 13-VR2-5022-2006,OTN-GlobalASFASF-Chaleur Bay 13-VR2-5022-2006,VEMCO,VR2,5022,ManmadePlatform,ASF_ASF-Chaleur Bay 13
OTN-Global,ASF-Chaleur Bay 14-VR2-5022-2005,OTN-GlobalASFASF-Chaleur Bay 14-VR2-5022-2005,VEMCO,VR2,5022,ManmadePlatform,ASF_ASF-Chaleur Bay 14
OTN-Global,ASF-Chaleur Bay 14-VR2-5023-2006,OTN-GlobalASFASF-Chaleur Bay 14-VR2-5023-2006,VEMCO,VR2,5023,ManmadePlatform,ASF_ASF-Chaleur Bay 14
OTN-Global,ASF-Chaleur Bay 15-VR2-5023-2005,OTN-GlobalASFASF-Chaleur Bay 15-VR2-5023-2005,VEMCO,VR2,5023,ManmadePlatform,ASF_ASF-Chaleur Bay 15
OTN-Global,ASF-Chaleur Bay 15-VR2-5024-2006,OTN-GlobalASFASF-Chaleur Bay 15-VR2-5024-2006,VEMCO,VR2,5024,ManmadePlatform,ASF_ASF-Chaleur Bay 15
OTN-Global,ASF-Chaleur Bay 16-VR2-5024-2005,OTN-GlobalASFASF-Chaleur Bay 16-VR2-5024-2005,VEMCO,VR2,5024,ManmadePlatform,ASF_ASF-Chaleur Bay 16
OTN-Global,ASF-Chaleur Bay 16-VR2-5025-2006,OTN-GlobalASFASF-Chaleur Bay 16-VR2-5025-2006,VEMCO,VR2,5025,ManmadePlatform,ASF_ASF-Chaleur Bay 16
